action_taken,purchaser_type,loan_type,loan_purpose,lien_status,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,total_loan_costs,total_points_and_fees,origination_charges,discount_points,loan_term,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_race-1,co-applicant_race-1,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,aus-1,denial_reason-1,ltv_category,dti_category,loan_term_category
,0,1,4,2,55000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,92.0,Missing,1111,1111,1.0,2.0,5.0,5.0,65-74,65-74,Yes,Yes,1111,1111,High,Missing,Long
,0,1,4,1,85000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,60.0,Missing,1111,1111,2.0,2.0,5.0,5.0,25-34,65-74,No,Yes,1111,1111,High,Missing,Long
,0,1,5,1,35000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,36.0,Missing,1111,1111,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,1,15000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,100.0,Missing,1111,1111,3.0,5.0,6.0,8.0,55-64,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,1,15000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,100.0,Missing,1111,1111,3.0,5.0,6.0,8.0,55-64,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,5,1,105000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,100.0,Missing,1111,1111,3.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,1,1,345000.0,85.0,7.125,0.721,6835.38,0.0,2020.0,300.0,180.0,405000,1,1,3,5,1,217.0,Missing,1,9,2.0,2.0,5.0,5.0,45-54,35-44,No,No,6,10,Medium,Missing,Short
,0,4,1,1,205000.0,101.01,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,195000,1,1,3,5,1,36.0,Missing,1,10,11.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,6,1,High,Missing,Long
,0,1,1,1,75000.0,70.0,7.625,1.478,3893.8,0.0,1320.0,300.0,240.0,115000,2,1,1,1,1,46.0,Missing,1,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,6,10,Low,Missing,Medium
,0,1,1,1,75000.0,80.0,7.625,2.691,3297.15,0.0,1300.0,300.0,240.0,95000,2,1,1,1,1,73.0,Missing,1,9,2.0,2.0,5.0,5.0,65-74,65-74,Yes,Yes,6,10,Low,Missing,Medium
,0,1,32,1,125000.0,80.0,9.875,4.854,3473.85,0.0,1300.0,300.0,240.0,155000,1,1,3,5,1,120.0,37.0,3,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,30-50,Medium
,0,1,1,1,25000.0,80.0,6.5,2.469,3107.45,0.0,1320.0,300.0,144.0,25000,1,3,3,5,1,45.0,Missing,2,9,3.0,3.0,6.0,6.0,<25,<25,No,No,6,10,Low,Missing,Short
,0,1,32,1,165000.0,49.23,15.0,3.0,0.0,0.0,0.0,0.0,360.0,325000,1,1,3,5,1,26.0,Missing,3,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,3,Low,Missing,Long
,0,1,5,1,25000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Exempt,1,1,1111,1111,1,100.0,Missing,1111,1111,3.0,5.0,6.0,8.0,55-64,9999,No,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,4,2,35000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,70.0,Missing,1111,1111,11.0,11.0,5.0,5.0,45-54,45-54,No,No,1111,1111,High,Missing,Long
,0,1,4,1,45000.0,,7.375,0.827,3375.45,0.0,874.75,300.0,360.0,Exempt,1,1,1111,1111,1,65.0,Missing,1111,1111,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1111,1111,High,Missing,Long
,0,1,1,1,215000.0,95.0,15.0,3.0,0.0,0.0,0.0,0.0,360.0,225000,2,1,1,1,1,68.0,Missing,1,9,14.0,1.0,5.0,5.0,45-54,55-64,No,No,1,3,High,Missing,Long
,0,1,1,1,75000.0,80.0,7.5,1.981,3465.65,0.0,1300.0,300.0,240.0,95000,2,1,1,1,1,38.0,36.0,2,10,3.0,5.0,6.0,8.0,>74,9999,Yes,No Co-Applicant,6,10,Low,30-50,Medium
,0,1,1,1,245000.0,80.0,7.5,1.164,4360.85,0.0,845.0,300.0,360.0,305000,1,1,3,5,1,109.0,Missing,1,9,3.0,3.0,6.0,6.0,25-34,35-44,No,No,1,10,Low,Missing,Long
,0,1,32,1,65000.0,49.23,7.625,2.745,3329.65,0.0,1300.0,300.0,240.0,135000,2,1,1,1,1,60.0,Missing,1,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,Missing,Medium
,0,1,32,1,65000.0,46.43,15.0,3.0,0.0,0.0,0.0,0.0,180.0,145000,2,1,1,1,1,42.0,Missing,1,10,3.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,6,1,Low,Missing,Short
,0,1,2,2,145000.0,74.11,15.0,3.0,0.0,0.0,0.0,0.0,180.0,705000,1,1,3,5,1,180.0,Missing,1,10,1.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,6,1,Low,Missing,Short
,0,1,1,1,65000.0,80.0,8.125,2.541,3538.22,0.0,1300.0,300.0,240.0,85000,2,1,1,1,1,73.0,Missing,2,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,10,Low,Missing,Medium
,0,1,32,1,305000.0,70.59,8.625,2.493,3984.9,0.0,1320.0,300.0,180.0,425000,1,3,3,5,1,146.0,44.0,1,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Low,30-50,Short
,0,1,32,1,155000.0,66.67,15.0,3.0,0.0,0.0,0.0,0.0,360.0,225000,1,1,3,5,1,39.0,44.0,2,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1,3,Low,30-50,Long
,0,1,1,1,215000.0,22.7,7.375,0.884,6926.95,0.0,2000.0,300.0,360.0,925000,1,1,3,5,1,199.0,Missing,1,9,2.0,2.0,5.0,5.0,35-44,45-54,No,No,6,10,Low,Missing,Long
,0,1,1,1,165000.0,80.0,7.375,1.443,4214.8,0.0,1300.0,300.0,180.0,215000,1,3,3,5,1,198.0,Missing,3,9,2.0,2.0,5.0,5.0,45-54,45-54,No,No,6,10,Low,Missing,Short
,0,1,1,1,165000.0,44.44,6.25,-0.014,4470.3,0.0,845.0,300.0,360.0,365000,1,1,3,5,1,68.0,37.0,3,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,0,1,2,1,55000.0,49.13,7.0,1.764,3272.27,0.0,1320.0,300.0,180.0,115000,1,1,3,5,1,43.0,41.0,2,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,6,10,Low,30-50,Short
,0,1,2,1,75000.0,78.89,7.125,1.087,4188.98,0.0,1300.0,300.0,180.0,95000,2,1,1,1,1,30.0,42.0,1,10,11.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,30-50,Short
,0,1,2,1,85000.0,84.21,7.125,1.299,3101.55,0.0,1300.0,300.0,180.0,95000,1,1,3,5,1,75.0,Missing,2,9,3.0,3.0,6.0,6.0,65-74,65-74,Yes,Yes,6,10,Medium,Missing,Short
,0,1,32,1,65000.0,42.0,15.0,3.0,0.0,0.0,0.0,0.0,240.0,155000,2,1,1,1,1,41.0,Missing,2,9,2.0,2.0,5.0,5.0,>74,>74,Yes,Yes,6,3,Low,Missing,Medium
,0,1,1,1,105000.0,80.0,8.5,3.022,3435.57,0.0,1300.0,300.0,240.0,135000,2,1,1,1,1,93.0,44.0,1,9,2.0,2.0,5.0,5.0,45-54,55-64,No,No,6,10,Low,30-50,Medium
,0,1,32,1,205000.0,37.74,15.0,3.0,0.0,0.0,0.0,0.0,360.0,535000,1,1,3,5,1,48.0,Missing,3,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,1,Low,Missing,Long
,0,1,4,1,55000.0,,15.0,3.0,0.0,0.0,0.0,0.0,180.0,105000,2,1,1,1,1,26.0,Missing,3,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,1,High,Missing,Short
,0,1,4,1,115000.0,41.07,15.0,3.0,0.0,0.0,0.0,0.0,240.0,285000,2,1,1,1,1,22.0,Missing,1,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1,1,Low,Missing,Medium
,0,1,1,1,95000.0,66.64,8.5,1.604,3268.83,0.0,1300.0,300.0,240.0,145000,2,1,1,1,1,74.0,40.0,2,10,3.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,30-50,Medium
,0,1,1,1,265000.0,80.0,7.125,0.568,4335.55,0.0,1300.0,300.0,240.0,335000,1,1,3,5,1,154.0,Missing,2,9,2.0,2.0,5.0,5.0,<25,25-34,No,No,6,10,Low,Missing,Medium
,0,1,1,1,125000.0,80.0,9.125,3.148,3437.8,0.0,1320.0,300.0,180.0,155000,1,3,3,5,1,77.0,38.0,2,10,3.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,30-50,Short
,0,1,4,2,95000.0,74.93,15.0,3.0,0.0,0.0,0.0,0.0,180.0,545000,1,1,3,5,1,140.0,44.0,2,9,3.0,3.0,6.0,6.0,35-44,35-44,No,No,6,1,Low,30-50,Short
,0,1,4,1,25000.0,80.0,8.125,3.035,2854.74,0.0,1300.0,300.0,180.0,35000,1,3,3,5,1,59.0,40.0,3,9,3.0,3.0,6.0,6.0,55-64,65-74,No,Yes,6,10,Low,30-50,Short
,0,1,4,2,185000.0,74.82,15.0,3.0,0.0,0.0,0.0,0.0,180.0,565000,1,1,3,5,1,1602.0,Missing,2,9,3.0,13.0,3.0,6.0,45-54,45-54,No,No,6,3,Low,Missing,Short
,0,1,32,1,115000.0,49.57,6.75,0.112,4340.07,0.0,1467.92,300.0,360.0,235000,1,1,3,5,1,36.0,Missing,2,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1,10,Low,Missing,Long
,0,1,2,1,65000.0,50.0,9.125,3.248,4359.4,0.0,1300.0,300.0,180.0,125000,2,1,1,1,1,66.0,Missing,2,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Short
,0,1,4,1,345000.0,75.56,15.0,3.0,0.0,0.0,0.0,0.0,180.0,455000,2,1,1,1,1,124.0,47.0,3,9,3.0,3.0,6.0,6.0,35-44,25-34,No,No,6,1,Low,30-50,Short
,0,1,32,1,115000.0,,15.0,3.0,0.0,0.0,0.0,0.0,180.0,285000,1,1,3,5,1,33.0,Missing,3,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1,1,High,Missing,Short
,0,1,1,1,135000.0,61.03,8.125,1.592,3727.87,0.0,1320.0,300.0,180.0,215000,2,1,1,1,1,131.0,38.0,1,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,6,10,Low,30-50,Short
,0,1,32,1,125000.0,31.25,15.0,3.0,0.0,0.0,0.0,0.0,180.0,405000,1,3,3,5,1,33.0,Missing,1,10,13.0,5.0,5.0,8.0,55-64,9999,Yes,No Co-Applicant,6,1,Low,Missing,Short
,0,1,32,1,95000.0,56.25,15.0,3.0,0.0,0.0,0.0,0.0,240.0,165000,2,1,1,1,1,81.0,36.0,2,9,2.0,2.0,5.0,5.0,55-64,55-64,No,No,6,3,Low,30-50,Medium
,0,1,32,1,155000.0,78.0,15.0,3.0,0.0,0.0,0.0,0.0,180.0,255000,1,3,3,5,1,93.0,Missing,3,10,3.0,5.0,27.0,8.0,45-54,9999,No,No Co-Applicant,6,1,Low,Missing,Short
,0,1,4,1,505000.0,50.0,15.0,3.0,0.0,0.0,0.0,0.0,360.0,1005000,1,1,3,5,1,80.0,Missing,1,9,11.0,11.0,5.0,5.0,35-44,45-54,No,No,1,1,Low,Missing,Long
,0,1,32,1,515000.0,69.86,9.125,2.751,9848.35,0.0,1320.0,300.0,180.0,735000,2,1,1,1,1,208.0,38.0,1,10,3.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,30-50,Short
,0,1,31,1,145000.0,37.84,15.0,3.0,0.0,0.0,0.0,0.0,360.0,375000,1,1,3,5,1,35.0,Missing,1,10,3.0,5.0,6.0,8.0,25-34,9999,No,No Co-Applicant,1,1,Low,Missing,Long
,0,1,1,1,125000.0,90.0,7.625,1.47,4307.8,0.0,1320.0,300.0,180.0,145000,2,1,1,1,1,50.0,Missing,1,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,10,Medium,Missing,Short
,0,1,32,1,95000.0,36.8,15.0,3.0,0.0,0.0,0.0,0.0,240.0,255000,2,1,1,1,1,60.0,Missing,1,9,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,3,Low,Missing,Medium
,0,1,4,1,85000.0,61.54,7.125,0.79,3086.57,0.0,1300.0,300.0,180.0,135000,1,1,3,5,1,84.0,Missing,2,9,3.0,3.0,6.0,6.0,45-54,45-54,No,No,6,10,Low,Missing,Short
,0,1,32,1,85000.0,45.79,15.0,3.0,0.0,0.0,0.0,0.0,360.0,195000,1,1,3,5,1,55.0,Missing,3,9,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,3,Low,Missing,Long
,0,1,4,2,35000.0,44.66,15.0,3.0,0.0,0.0,0.0,0.0,180.0,655000,1,1,3,5,1,37.0,Missing,2,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,1,Low,Missing,Short
,0,1,32,1,95000.0,62.94,15.0,3.0,0.0,0.0,0.0,0.0,240.0,145000,1,1,3,5,1,53.0,Missing,3,10,2.0,5.0,3.0,8.0,55-64,9999,No,No Co-Applicant,1,1,Low,Missing,Medium
,0,1,32,1,125000.0,33.24,7.375,-0.241,3375.45,0.0,874.75,300.0,360.0,375000,1,1,3,5,1,40.0,46.0,1,10,3.0,5.0,6.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,0,1,1,1,155000.0,80.0,7.625,0.503,3870.15,0.0,1300.0,300.0,180.0,195000,2,1,1,1,1,150.0,Missing,1,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,Missing,Short
,0,1,2,2,65000.0,69.71,15.0,3.0,0.0,0.0,0.0,0.0,180.0,325000,1,1,3,5,1,86.0,43.0,3,10,3.0,5.0,6.0,8.0,55-64,9999,No,No Co-Applicant,6,1,Low,30-50,Short
,0,1,32,1,115000.0,24.63,15.0,3.0,0.0,0.0,0.0,0.0,360.0,475000,1,1,3,5,1,24.0,Missing,3,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,1,Low,Missing,Long
,0,1,4,1,55000.0,35.71,7.625,0.985,3325.64,0.0,1300.0,300.0,180.0,145000,2,1,1,1,1,40.0,40.0,3,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,30-50,Short
,0,1,32,1,95000.0,67.41,15.0,3.0,0.0,0.0,0.0,0.0,240.0,135000,2,1,1,1,1,31.0,Missing,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,3,Low,Missing,Medium
,0,1,2,2,35000.0,77.259,15.0,3.0,0.0,0.0,0.0,0.0,300.0,125000,1,1,3,5,1,29.0,44.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,Yes,No Co-Applicant,6,1,Low,30-50,Long
,0,1,4,2,135000.0,72.973,15.0,3.0,0.0,0.0,0.0,0.0,360.0,185000,1,1,3,5,1,89.0,Missing,8,9,2.0,2.0,5.0,5.0,35-44,45-54,No,No,6,3,Low,Missing,Long
,0,1,4,2,25000.0,25.0,15.0,3.0,0.0,0.0,0.0,0.0,180.0,105000,1,1,3,5,2,58.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,9,Low,Missing,Short
,0,1,31,2,15000.0,70.714,15.0,3.0,0.0,0.0,0.0,0.0,300.0,145000,1,1,3,5,1,59.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,3,Low,Missing,Long
,0,1,31,2,45000.0,78.921,15.0,3.0,0.0,0.0,0.0,0.0,300.0,405000,1,1,3,5,1,84.0,40.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,3,Low,30-50,Long
,0,1,2,2,35000.0,39.353,7.5,0.28,3375.45,0.0,874.75,300.0,300.0,235000,1,1,3,5,1,103.0,Missing,8,9,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,10,Low,Missing,Long
,0,1,2,2,65000.0,26.0,15.0,3.0,0.0,0.0,0.0,0.0,300.0,255000,1,1,3,5,2,10.0,Missing,8,10,2.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,6,1,Low,Missing,Long
,0,1,2,1,205000.0,57.14,15.0,3.0,0.0,0.0,0.0,0.0,180.0,355000,2,1,1,1,1,0.0,Missing,2,10,14.0,5.0,6.0,8.0,55-64,9999,No,No Co-Applicant,6,6,Low,Missing,Short
,0,1,32,1,105000.0,33.33,15.0,3.0,0.0,0.0,0.0,0.0,240.0,305000,2,1,1,1,1,78.0,Missing,2,9,3.0,3.0,6.0,6.0,65-74,55-64,Yes,No,1,3,Low,Missing,Medium
,0,1,2,2,35000.0,70.829,15.0,3.0,0.0,0.0,0.0,0.0,300.0,175000,1,1,3,5,1,60.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,9,Low,Missing,Long
,0,1,2,2,95000.0,72.752,7.75,0.5,3375.45,0.0,874.75,300.0,300.0,145000,1,1,3,5,1,89.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,2,35000.0,44.308,15.0,3.0,0.0,0.0,0.0,0.0,300.0,605000,1,1,3,5,1,145.0,Missing,8,10,1.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,1,Low,Missing,Long
,0,1,4,2,35000.0,,15.0,3.0,0.0,0.0,0.0,0.0,300.0,85000,1,1,3,5,1,31.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,4,High,Missing,Long
,0,1,2,2,85000.0,46.076,7.75,0.55,3375.45,0.0,874.75,300.0,300.0,435000,1,2,3,5,1,178.0,37.0,9,8,2.0,2.0,5.0,5.0,45-54,45-54,No,No,6,10,Low,30-50,Long
,0,1,4,2,105000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,105000,1,3,3,5,1,48.0,Missing,8,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,6,4,High,Missing,Long
,0,1,4,2,35000.0,79.485,6.75,1.17,180.0,0.0,0.0,300.0,60.0,215000,1,1,3,5,1,78.0,40.0,9,8,2.0,2.0,5.0,5.0,>74,65-74,Yes,Yes,6,10,Low,30-50,Short
,0,1,2,1,55000.0,25.0,15.0,3.0,0.0,0.0,0.0,0.0,120.0,205000,1,1,3,5,1,42.0,47.0,8,10,3.0,5.0,3.0,8.0,65-74,9999,Yes,No Co-Applicant,6,9,Low,30-50,Short
,0,1,31,2,145000.0,79.311,7.5,0.14,3375.45,0.0,874.75,300.0,300.0,425000,1,1,3,5,1,111.0,40.0,8,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,30-50,Long
,0,1,2,2,15000.0,51.98,15.0,3.0,0.0,0.0,0.0,0.0,60.0,165000,1,1,3,5,1,77.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,4,Low,Missing,Short
,0,1,2,2,105000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,Missing,1,1,3,5,1,180.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,7,High,Missing,Long
,0,1,2,2,75000.0,59.382,15.0,3.0,0.0,0.0,0.0,0.0,180.0,355000,1,1,3,5,1,147.0,Missing,9,8,2.0,3.0,5.0,5.0,25-34,25-34,No,No,6,7,Low,Missing,Short
,0,1,4,1,115000.0,82.143,15.0,3.0,0.0,0.0,0.0,0.0,300.0,145000,1,1,3,5,1,117.0,Missing,8,9,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,7,Medium,Missing,Long
,0,1,2,2,25000.0,81.47,15.0,3.0,0.0,0.0,0.0,0.0,60.0,105000,1,1,3,5,1,53.0,Missing,8,10,3.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,4,Medium,Missing,Short
,0,1,4,2,125000.0,84.253,15.0,3.0,0.0,0.0,0.0,0.0,300.0,305000,1,1,3,5,1,75.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,1,Medium,Missing,Long
,0,1,4,2,255000.0,83.533,15.0,3.0,0.0,0.0,0.0,0.0,120.0,305000,1,1,3,5,1,54.0,Missing,8,10,3.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,4,Medium,Missing,Short
,0,1,2,2,55000.0,37.08,7.5,0.3,3375.45,0.0,874.75,300.0,300.0,395000,1,1,3,5,1,308.0,Missing,8,9,2.0,2.0,5.0,5.0,55-64,55-64,No,No,6,10,Low,Missing,Long
,0,1,2,2,35000.0,84.608,7.5,1.99,110.0,0.0,0.0,300.0,120.0,285000,1,1,3,5,1,112.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,10,Medium,Missing,Short
,0,1,2,2,35000.0,57.286,7.75,1.96,110.0,0.0,0.0,300.0,180.0,225000,1,1,3,5,1,60.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Short
,0,1,4,1,55000.0,42.308,15.0,3.0,0.0,0.0,0.0,0.0,300.0,135000,1,1,3,5,1,16.0,Missing,8,10,3.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,1,Low,Missing,Long
,0,1,2,2,15000.0,94.953,10.5,3.28,3375.45,0.0,874.75,300.0,300.0,215000,1,1,3,5,1,60.0,40.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,High,30-50,Long
,0,1,4,2,65000.0,77.9,15.0,3.0,0.0,0.0,0.0,0.0,120.0,455000,1,1,3,5,1,63.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,1,Low,Missing,Short
,0,1,4,2,15000.0,60.543,7.5,0.3,3375.45,0.0,874.75,300.0,300.0,255000,1,1,3,5,1,86.0,Missing,9,8,2.0,2.0,5.0,2.0,35-44,25-34,No,No,6,10,Low,Missing,Long
,0,1,2,2,55000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,5000,1,1,3,5,1,1008.0,Missing,8,10,2.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,6,4,High,Missing,Long
,0,1,2,2,115000.0,92.886,8.75,3.227,110.0,0.0,0.0,300.0,180.0,405000,1,1,3,5,1,233.0,Missing,9,8,2.0,2.0,3.0,5.0,45-54,45-54,No,No,6,10,High,Missing,Short
,0,1,4,2,145000.0,,15.0,3.0,0.0,0.0,0.0,0.0,180.0,195000,1,1,3,5,1,32.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,3,High,Missing,Short
,0,1,2,2,75000.0,81.526,7.5,0.37,3375.45,0.0,874.75,300.0,300.0,305000,1,1,3,5,1,102.0,Missing,8,9,2.0,2.0,3.0,3.0,55-64,45-54,No,No,6,10,Medium,Missing,Long
,0,1,4,2,35000.0,13.636,15.0,3.0,0.0,0.0,0.0,0.0,360.0,225000,1,1,3,5,1,588.0,Missing,8,10,2.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,6,7,Low,Missing,Long
,0,1,4,2,55000.0,60.873,15.0,3.0,0.0,0.0,0.0,0.0,300.0,205000,1,1,3,5,1,87.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,4,Low,Missing,Long
,0,1,2,2,45000.0,78.533,7.5,1.79,110.0,0.0,0.0,300.0,120.0,245000,1,1,3,5,1,126.0,Missing,8,10,3.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Short
,0,1,2,2,45000.0,83.663,6.25,-1.0,3375.45,0.0,874.75,300.0,300.0,415000,1,1,3,5,1,203.0,Missing,8,9,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,10,Medium,Missing,Long
,0,1,31,2,305000.0,87.177,15.0,3.0,0.0,0.0,0.0,0.0,300.0,695000,1,1,3,5,1,300.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,7,Medium,Missing,Long
,0,1,4,2,75000.0,86.292,15.0,3.0,0.0,0.0,0.0,0.0,180.0,445000,1,1,3,5,1,90.0,Missing,8,10,3.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,4,Medium,Missing,Short
,0,1,2,1,15000.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,300.0,205000,1,1,3,5,1,93.0,Missing,8,9,3.0,3.0,5.0,5.0,65-74,65-74,Yes,Yes,6,3,Low,Missing,Long
,0,1,4,1,135000.0,40.373,6.25,-0.91,3375.45,0.0,874.75,300.0,300.0,325000,1,1,3,5,1,115.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,2,85000.0,46.882,7.5,0.06,3375.45,0.0,874.75,300.0,300.0,245000,1,1,3,5,1,112.0,Missing,8,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,4,2,65000.0,68.085,15.0,3.0,0.0,0.0,0.0,0.0,180.0,235000,1,1,3,5,1,83.0,Missing,8,9,3.0,3.0,3.0,41.0,35-44,35-44,No,No,6,4,Low,Missing,Short
,0,1,2,2,25000.0,72.641,7.5,0.32,3375.45,0.0,874.75,300.0,300.0,265000,1,1,3,5,1,124.0,38.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Low,30-50,Long
,0,1,4,2,45000.0,94.905,9.25,2.0,3375.45,0.0,874.75,300.0,300.0,305000,1,1,3,5,1,133.0,Missing,8,10,3.0,5.0,6.0,8.0,35-44,9999,No,No Co-Applicant,6,10,High,Missing,Long
,0,1,2,2,25000.0,30.983,7.5,0.28,3375.45,0.0,874.75,300.0,300.0,425000,1,1,3,5,1,97.0,Missing,9,8,1.0,2.0,6.0,5.0,55-64,55-64,No,No,6,10,Low,Missing,Long
,0,1,4,2,5000.0,77.5,15.0,3.0,0.0,0.0,0.0,0.0,60.0,205000,1,1,3,5,1,90.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,4,Low,Missing,Short
